customer_id,customer_name,city,state,registration_date,customer_segment
91755,Customer_91755,Los Angeles,NC,2022-08-03,Standard
91756,Customer_91756,Chicago,FL,2023-10-07,Standard
91757,Customer_91757,Detroit,IL,2023-02-18,Premium
91758,Customer_91758,Los Angeles,NC,2022-08-02,Standard
91759,Customer_91759,Houston,NY,2022-02-10,Standard
91760,Customer_91760,Seattle,NY,2022-07-21,VIP
91761,Customer_91761,New York,TX,2023-12-25,Standard
91762,Customer_91762,Chicago,NY,2023-10-01,VIP
91763,Customer_91763,Columbus,GA,2022-05-09,VIP
91764,Customer_91764,Charlotte,OH,2023-06-08,Premium
91765,Customer_91765,Los Angeles,NY,2022-12-20,Standard
91766,Customer_91766,Columbus,FL,2023-06-22,Premium
91767,Customer_91767,Atlanta,FL,2023-03-16,Premium
91768,Customer_91768,Houston,CA,2023-04-22,Standard
91769,Customer_91769,New York,WA,2022-10-05,Standard
91770,Customer_91770,Atlanta,NY,2022-08-18,Standard
91771,Customer_91771,Columbus,IL,2023-10-07,Standard
91772,Customer_91772,Los Angeles,MI,2023-01-29,Premium
91773,Customer_91773,New York,MI,2022-01-24,Standard
91774,Customer_91774,Miami,TX,2022-10-26,VIP
91775,Customer_91775,Houston,IL,2023-05-31,Premium
91776,Customer_91776,New York,GA,2023-12-03,Premium
91777,Customer_91777,Chicago,FL,2023-09-27,VIP
91778,Customer_91778,Seattle,WA,2023-06-28,VIP
91779,Customer_91779,Seattle,MI,2023-06-18,VIP
91780,Customer_91780,Columbus,IL,2022-08-29,Premium
91781,Customer_91781,Seattle,OH,2022-09-05,Standard
91782,Customer_91782,Seattle,NC,2023-02-06,Premium
91783,Customer_91783,Atlanta,NY,2022-05-21,Premium
91784,Customer_91784,Chicago,OH,2023-07-16,Premium
91785,Customer_91785,Chicago,WA,2023-12-04,Premium
91786,Customer_91786,Columbus,WA,2023-10-27,Premium
91787,Customer_91787,Detroit,IL,2022-04-27,Standard
91788,Customer_91788,Columbus,MI,2023-03-26,VIP
91789,Customer_91789,Houston,TX,2022-11-21,Standard
91790,Customer_91790,Los Angeles,CA,2022-01-07,VIP
91791,Customer_91791,Chicago,WA,2023-03-20,VIP
91792,Customer_91792,Detroit,GA,2022-02-10,Premium
91793,Customer_91793,Miami,CA,2023-12-06,Premium
91794,Customer_91794,Los Angeles,GA,2023-08-28,Standard
91795,Customer_91795,Chicago,NY,2022-10-28,Premium
91796,Customer_91796,Seattle,NY,2023-04-21,Standard
91797,Customer_91797,Columbus,OH,2022-03-08,Standard
91798,Customer_91798,Detroit,CA,2023-07-02,Premium
91799,Customer_91799,Charlotte,GA,2023-06-08,VIP
91800,Customer_91800,Miami,FL,2023-06-14,Standard
91801,Customer_91801,Los Angeles,TX,2022-01-14,Premium
91802,Customer_91802,Miami,FL,2023-11-22,Premium
91803,Customer_91803,Columbus,NC,2023-11-16,Standard
91804,Customer_91804,Los Angeles,IL,2023-02-04,Premium
91805,Customer_91805,Charlotte,FL,2023-11-21,VIP
91806,Customer_91806,Seattle,OH,2023-10-02,Standard
91807,Customer_91807,Detroit,OH,2023-10-20,Premium
91808,Customer_91808,Atlanta,OH,2023-12-07,Standard
91809,Customer_91809,Seattle,MI,2022-12-20,VIP
91810,Customer_91810,Columbus,GA,2022-03-15,Premium
91811,Customer_91811,Houston,TX,2022-08-27,VIP
91812,Customer_91812,Atlanta,NC,2022-03-28,Standard
91813,Customer_91813,Chicago,NY,2023-08-23,VIP
91814,Customer_91814,Columbus,OH,2022-05-05,Premium
91815,Customer_91815,Columbus,MI,2022-10-10,Premium
91816,Customer_91816,Seattle,NY,2022-06-17,Standard
91817,Customer_91817,Houston,MI,2023-08-02,VIP
91818,Customer_91818,Los Angeles,MI,2023-02-21,Standard
91819,Customer_91819,Seattle,MI,2023-04-04,VIP
91820,Customer_91820,Charlotte,TX,2022-07-25,Standard
91821,Customer_91821,New York,OH,2022-01-16,Standard
91822,Customer_91822,New York,MI,2023-04-03,VIP
91823,Customer_91823,Detroit,WA,2022-09-16,Standard
91824,Customer_91824,Los Angeles,NY,2023-02-05,Standard
91825,Customer_91825,Los Angeles,CA,2023-07-16,Standard
91826,Customer_91826,New York,IL,2023-02-03,Standard
91827,Customer_91827,Los Angeles,NY,2022-07-29,Premium
91828,Customer_91828,Seattle,TX,2023-07-06,VIP
91829,Customer_91829,Chicago,NC,2023-01-22,VIP
91830,Customer_91830,Atlanta,IL,2022-10-31,Standard
91831,Customer_91831,Detroit,IL,2023-02-03,VIP
91832,Customer_91832,Columbus,NY,2022-03-20,Standard
91833,Customer_91833,Miami,NY,2022-03-04,VIP
91834,Customer_91834,Charlotte,OH,2023-04-12,Standard
91835,Customer_91835,Miami,WA,2023-07-16,Premium
91836,Customer_91836,Charlotte,MI,2023-12-08,VIP
91837,Customer_91837,Miami,NY,2022-04-12,Standard
91838,Customer_91838,New York,NY,2022-06-25,Premium
91839,Customer_91839,New York,OH,2023-04-08,Premium
91840,Customer_91840,Seattle,IL,2023-04-13,Premium
91841,Customer_91841,Seattle,OH,2023-09-08,VIP
91842,Customer_91842,Columbus,WA,2022-09-21,Standard
91843,Customer_91843,Columbus,FL,2023-09-27,Premium
91844,Customer_91844,Houston,GA,2022-05-06,VIP
91845,Customer_91845,Detroit,WA,2023-04-28,VIP
91846,Customer_91846,Columbus,WA,2023-03-11,Premium
91847,Customer_91847,Charlotte,NY,2022-11-30,VIP
91848,Customer_91848,Charlotte,TX,2022-11-24,VIP
91849,Customer_91849,Columbus,MI,2023-06-09,Standard
91850,Customer_91850,Miami,NC,2023-09-18,VIP
91851,Customer_91851,Atlanta,CA,2023-07-20,Premium
91852,Customer_91852,New York,FL,2023-06-06,Premium
91853,Customer_91853,Atlanta,TX,2022-05-14,VIP
91854,Customer_91854,Houston,GA,2022-08-14,Premium
91855,Customer_91855,Chicago,GA,2023-09-06,VIP
91856,Customer_91856,Houston,GA,2022-03-08,Standard
91857,Customer_91857,Seattle,MI,2023-02-24,Standard
91858,Customer_91858,Seattle,OH,2022-05-29,Premium
91859,Customer_91859,Atlanta,WA,2023-05-10,Premium
91860,Customer_91860,Los Angeles,WA,2022-02-05,Premium
91861,Customer_91861,Chicago,OH,2022-10-28,Standard
91862,Customer_91862,Chicago,MI,2023-10-02,Standard
91863,Customer_91863,Charlotte,MI,2022-04-14,Standard
91864,Customer_91864,Detroit,MI,2022-10-19,VIP
91865,Customer_91865,Miami,CA,2023-10-19,Standard
91866,Customer_91866,Seattle,MI,2022-05-02,Premium
91867,Customer_91867,Detroit,OH,2023-06-19,Standard
91868,Customer_91868,Columbus,GA,2023-01-07,VIP
91869,Customer_91869,Houston,GA,2023-03-03,Standard
91870,Customer_91870,Seattle,IL,2022-05-11,Standard
91871,Customer_91871,Houston,FL,2022-09-01,VIP
91872,Customer_91872,Seattle,NC,2022-08-31,Standard
91873,Customer_91873,Los Angeles,NC,2022-07-31,Premium
91874,Customer_91874,Charlotte,WA,2023-06-29,VIP
91875,Customer_91875,Seattle,MI,2023-11-22,VIP
91876,Customer_91876,Seattle,GA,2022-08-31,Standard
91877,Customer_91877,Miami,FL,2022-04-23,Standard
91878,Customer_91878,Chicago,TX,2023-02-16,VIP
91879,Customer_91879,Miami,NY,2023-05-26,Standard
91880,Customer_91880,Seattle,OH,2022-07-03,Standard
91881,Customer_91881,Columbus,CA,2023-08-18,VIP
91882,Customer_91882,Los Angeles,NC,2022-02-18,Premium
91883,Customer_91883,Houston,NY,2022-02-05,Premium
91884,Customer_91884,New York,NY,2022-08-29,Premium
91885,Customer_91885,Chicago,GA,2023-04-09,VIP
91886,Customer_91886,Atlanta,WA,2022-05-24,Standard
91887,Customer_91887,Chicago,WA,2023-11-28,VIP
91888,Customer_91888,Charlotte,OH,2022-11-11,Standard
91889,Customer_91889,Los Angeles,IL,2023-10-20,VIP
91890,Customer_91890,Seattle,TX,2023-05-19,VIP
91891,Customer_91891,Houston,TX,2022-03-02,Premium
91892,Customer_91892,New York,NY,2023-11-09,VIP
91893,Customer_91893,Miami,FL,2023-08-22,Premium
91894,Customer_91894,Houston,CA,2023-11-10,Standard
91895,Customer_91895,Charlotte,WA,2022-09-18,VIP
91896,Customer_91896,Charlotte,TX,2022-05-02,Standard
91897,Customer_91897,Atlanta,MI,2023-09-19,Standard
91898,Customer_91898,Columbus,MI,2023-01-02,Premium
91899,Customer_91899,Detroit,IL,2022-03-30,VIP
91900,Customer_91900,Houston,GA,2022-07-20,VIP
91901,Customer_91901,Houston,CA,2022-02-23,Standard
91902,Customer_91902,Columbus,OH,2023-05-16,Standard
91903,Customer_91903,Miami,NY,2022-11-01,Premium
91904,Customer_91904,Atlanta,FL,2022-12-02,Premium
91905,Customer_91905,Los Angeles,FL,2023-01-11,VIP
91906,Customer_91906,Los Angeles,WA,2022-05-31,VIP
91907,Customer_91907,Columbus,OH,2023-09-06,VIP
91908,Customer_91908,Charlotte,MI,2022-02-05,Standard
91909,Customer_91909,New York,CA,2023-10-13,Standard
91910,Customer_91910,Chicago,GA,2022-01-09,VIP
91911,Customer_91911,New York,WA,2022-07-22,Premium
91912,Customer_91912,Charlotte,IL,2022-12-26,VIP
91913,Customer_91913,Charlotte,IL,2023-09-21,VIP
91914,Customer_91914,Los Angeles,NC,2022-06-23,Premium
91915,Customer_91915,Columbus,MI,2023-10-18,Standard
91916,Customer_91916,Los Angeles,GA,2022-01-21,Standard
91917,Customer_91917,Columbus,TX,2023-01-11,VIP
91918,Customer_91918,Atlanta,WA,2023-05-05,Premium
91919,Customer_91919,Los Angeles,MI,2023-10-25,Premium
91920,Customer_91920,Houston,GA,2022-02-04,Premium
91921,Customer_91921,Detroit,TX,2023-07-21,VIP
91922,Customer_91922,Chicago,IL,2022-07-21,Premium
91923,Customer_91923,Detroit,OH,2023-08-19,Standard
91924,Customer_91924,Columbus,OH,2023-11-30,VIP
91925,Customer_91925,Chicago,OH,2022-05-15,Standard
91926,Customer_91926,Houston,OH,2023-11-06,Premium
91927,Customer_91927,Atlanta,IL,2022-06-08,VIP
91928,Customer_91928,Seattle,MI,2023-03-02,Premium
91929,Customer_91929,Los Angeles,WA,2022-09-05,Standard
91930,Customer_91930,Columbus,FL,2022-01-03,VIP
91931,Customer_91931,Charlotte,OH,2022-07-30,Standard
91932,Customer_91932,Los Angeles,WA,2022-02-25,VIP
91933,Customer_91933,Columbus,TX,2023-05-24,VIP
91934,Customer_91934,New York,FL,2023-06-01,Standard
91935,Customer_91935,Los Angeles,MI,2022-08-28,VIP
91936,Customer_91936,Los Angeles,TX,2023-10-04,Premium
91937,Customer_91937,Houston,CA,2023-05-24,VIP
91938,Customer_91938,Los Angeles,GA,2022-03-09,VIP
91939,Customer_91939,Detroit,OH,2023-10-20,Premium
91940,Customer_91940,New York,OH,2023-02-24,Premium
91941,Customer_91941,Columbus,NY,2022-09-24,VIP
91942,Customer_91942,Atlanta,FL,2022-06-01,VIP
91943,Customer_91943,Houston,IL,2023-09-14,Premium
91944,Customer_91944,Columbus,OH,2022-10-10,VIP
91945,Customer_91945,Columbus,IL,2023-02-17,Standard
91946,Customer_91946,Detroit,OH,2022-04-14,VIP
91947,Customer_91947,Miami,GA,2022-05-31,Premium
91948,Customer_91948,Los Angeles,FL,2023-10-08,Premium
91949,Customer_91949,Miami,NC,2022-12-28,Standard
91950,Customer_91950,Los Angeles,NY,2023-10-24,Premium
91951,Customer_91951,Detroit,WA,2023-05-16,Premium
91952,Customer_91952,Miami,CA,2023-09-17,VIP
91953,Customer_91953,Chicago,NC,2023-07-03,Premium
91954,Customer_91954,Charlotte,CA,2023-11-11,VIP
91955,Customer_91955,Columbus,NC,2023-11-08,VIP
91956,Customer_91956,Charlotte,NY,2022-05-06,Premium
91957,Customer_91957,Charlotte,FL,2023-12-13,VIP
91958,Customer_91958,Atlanta,TX,2022-06-19,Standard
91959,Customer_91959,New York,FL,2022-07-13,VIP
91960,Customer_91960,Chicago,GA,2022-07-14,Premium
91961,Customer_91961,Miami,GA,2022-05-01,Premium
91962,Customer_91962,Los Angeles,GA,2023-12-03,Premium
91963,Customer_91963,Seattle,GA,2023-03-08,VIP
91964,Customer_91964,Chicago,FL,2022-01-30,Standard
91965,Customer_91965,Detroit,MI,2022-07-23,Premium
91966,Customer_91966,Detroit,WA,2022-02-22,VIP
91967,Customer_91967,Columbus,NY,2023-07-07,VIP
91968,Customer_91968,Los Angeles,OH,2024-01-01,Standard
91969,Customer_91969,Chicago,GA,2023-09-19,Premium
91970,Customer_91970,Houston,FL,2023-09-08,VIP
91971,Customer_91971,Miami,IL,2022-07-09,VIP
91972,Customer_91972,Miami,TX,2023-11-27,Premium
91973,Customer_91973,Seattle,NC,2023-11-22,VIP
91974,Customer_91974,Miami,GA,2023-01-16,Premium
91975,Customer_91975,Columbus,FL,2023-02-17,Standard
91976,Customer_91976,Houston,NY,2022-09-04,Standard
91977,Customer_91977,Atlanta,NC,2023-11-24,VIP
91978,Customer_91978,New York,NY,2022-03-23,VIP
91979,Customer_91979,New York,MI,2022-03-31,VIP
91980,Customer_91980,Los Angeles,TX,2022-10-26,VIP
91981,Customer_91981,Seattle,IL,2022-01-23,Premium
91982,Customer_91982,Seattle,TX,2022-06-24,Standard
91983,Customer_91983,Seattle,GA,2022-04-07,Standard
91984,Customer_91984,Los Angeles,MI,2022-12-25,VIP
91985,Customer_91985,Miami,MI,2022-08-03,Premium
91986,Customer_91986,Los Angeles,WA,2022-02-21,Premium
91987,Customer_91987,New York,MI,2023-06-06,VIP
91988,Customer_91988,Atlanta,WA,2022-01-16,Standard
91989,Customer_91989,Atlanta,NC,2022-10-17,Premium
91990,Customer_91990,Los Angeles,NC,2022-02-26,Premium
91991,Customer_91991,Los Angeles,MI,2022-06-14,Standard
91992,Customer_91992,Houston,TX,2023-04-16,Premium
91993,Customer_91993,Columbus,IL,2023-02-27,VIP
91994,Customer_91994,Seattle,WA,2022-03-15,Standard
91995,Customer_91995,Houston,IL,2023-04-23,Premium
91996,Customer_91996,Atlanta,FL,2023-05-16,VIP
91997,Customer_91997,Atlanta,OH,2023-07-13,VIP
91998,Customer_91998,Seattle,GA,2022-04-14,Standard
91999,Customer_91999,Los Angeles,GA,2022-06-22,VIP
92000,Customer_92000,Atlanta,MI,2023-12-09,Standard
92001,Customer_92001,Chicago,IL,2023-06-10,VIP
92002,Customer_92002,Charlotte,IL,2023-08-27,VIP
92003,Customer_92003,Charlotte,TX,2022-09-13,Premium
92004,Customer_92004,New York,WA,2022-09-09,Premium
92005,Customer_92005,Seattle,NY,2022-05-16,Standard
92006,Customer_92006,Miami,OH,2022-08-13,Standard
92007,Customer_92007,Columbus,GA,2022-10-10,VIP
92008,Customer_92008,Seattle,GA,2023-01-18,Premium
92009,Customer_92009,Columbus,TX,2022-09-20,Premium
92010,Customer_92010,Chicago,GA,2022-05-21,VIP
92011,Customer_92011,Charlotte,NY,2023-11-09,Standard
92012,Customer_92012,Los Angeles,NC,2022-05-30,Standard
92013,Customer_92013,Columbus,NC,2022-07-30,VIP
92014,Customer_92014,Charlotte,GA,2023-11-17,Standard
92015,Customer_92015,Atlanta,TX,2023-11-07,Standard
92016,Customer_92016,Los Angeles,NY,2022-03-29,Premium
92017,Customer_92017,Atlanta,IL,2023-05-04,Standard
92018,Customer_92018,Houston,CA,2023-11-28,Premium
92019,Customer_92019,Detroit,TX,2023-05-27,VIP
92020,Customer_92020,Seattle,IL,2023-06-14,Standard
92021,Customer_92021,Charlotte,GA,2022-04-23,VIP
92022,Customer_92022,Columbus,MI,2023-02-02,VIP
92023,Customer_92023,Chicago,TX,2022-07-01,Premium
92024,Customer_92024,Atlanta,WA,2022-04-25,VIP
92025,Customer_92025,Atlanta,GA,2022-10-08,VIP
92026,Customer_92026,Seattle,TX,2022-06-13,Standard
92027,Customer_92027,Seattle,CA,2023-05-02,Standard
92028,Customer_92028,Charlotte,WA,2023-03-02,VIP
92029,Customer_92029,Miami,FL,2023-01-07,VIP
92030,Customer_92030,Houston,IL,2023-10-30,Standard
92031,Customer_92031,Atlanta,FL,2023-03-19,Standard
92032,Customer_92032,Charlotte,TX,2022-12-13,Standard
92033,Customer_92033,Miami,FL,2023-03-25,Premium
92034,Customer_92034,New York,TX,2022-01-23,VIP
92035,Customer_92035,Seattle,NY,2023-05-05,Standard
92036,Customer_92036,Charlotte,OH,2023-03-11,Premium
92037,Customer_92037,New York,WA,2022-06-04,Premium
92038,Customer_92038,Charlotte,OH,2022-03-11,VIP
92039,Customer_92039,Chicago,TX,2023-12-07,VIP
92040,Customer_92040,Miami,NC,2022-09-18,Standard
92041,Customer_92041,Atlanta,CA,2022-05-04,Standard
92042,Customer_92042,New York,IL,2023-02-23,Standard
92043,Customer_92043,Columbus,CA,2022-08-12,Standard
92044,Customer_92044,Detroit,NC,2022-11-17,VIP
92045,Customer_92045,Columbus,CA,2022-02-26,Premium
92046,Customer_92046,Los Angeles,FL,2023-11-26,Standard
92047,Customer_92047,Detroit,FL,2022-05-23,VIP
92048,Customer_92048,Atlanta,IL,2022-03-07,Standard
92049,Customer_92049,Los Angeles,TX,2022-10-18,VIP
92050,Customer_92050,Charlotte,IL,2022-07-11,VIP
92051,Customer_92051,New York,MI,2022-03-26,VIP
92052,Customer_92052,Detroit,NY,2022-01-24,VIP
92053,Customer_92053,Columbus,TX,2023-01-22,Standard
92054,Customer_92054,Chicago,FL,2023-10-29,Standard
92055,Customer_92055,Chicago,CA,2022-05-04,VIP
92056,Customer_92056,Chicago,IL,2022-05-05,Premium
92057,Customer_92057,Charlotte,OH,2022-09-27,Premium
92058,Customer_92058,Detroit,WA,2022-03-12,Standard
92059,Customer_92059,New York,CA,2022-02-17,Standard
92060,Customer_92060,Charlotte,FL,2023-02-04,Standard
92061,Customer_92061,Columbus,NY,2022-10-17,VIP
92062,Customer_92062,Houston,FL,2022-11-26,VIP
92063,Customer_92063,Houston,CA,2022-12-12,Standard
92064,Customer_92064,New York,IL,2023-05-31,VIP
92065,Customer_92065,Detroit,NC,2022-07-10,VIP
92066,Customer_92066,Chicago,TX,2022-01-07,Premium
92067,Customer_92067,Houston,TX,2022-01-26,VIP
92068,Customer_92068,New York,IL,2023-12-01,Standard
92069,Customer_92069,Miami,NY,2023-08-10,Premium
92070,Customer_92070,Charlotte,CA,2022-09-18,Premium
92071,Customer_92071,Los Angeles,FL,2022-03-07,Premium
92072,Customer_92072,Charlotte,OH,2023-12-11,VIP
92073,Customer_92073,Columbus,OH,2022-05-11,Premium
92074,Customer_92074,New York,NY,2022-10-04,Standard
92075,Customer_92075,New York,TX,2022-09-17,VIP
92076,Customer_92076,Chicago,OH,2023-01-03,Premium
92077,Customer_92077,Houston,NC,2022-05-08,VIP
92078,Customer_92078,Los Angeles,NC,2023-01-20,VIP
92079,Customer_92079,Atlanta,WA,2022-04-10,Premium
92080,Customer_92080,Chicago,TX,2023-09-03,Standard
92081,Customer_92081,Chicago,CA,2022-11-11,Premium
92082,Customer_92082,Seattle,MI,2023-02-22,Premium
92083,Customer_92083,Atlanta,WA,2022-12-07,VIP
92084,Customer_92084,Miami,MI,2022-09-11,VIP
92085,Customer_92085,Houston,CA,2023-04-21,Standard
92086,Customer_92086,Columbus,IL,2022-01-03,Standard
92087,Customer_92087,Los Angeles,WA,2023-10-02,VIP
92088,Customer_92088,New York,NC,2022-06-05,VIP
92089,Customer_92089,Houston,FL,2022-08-12,VIP
92090,Customer_92090,Chicago,TX,2023-06-08,Standard
92091,Customer_92091,Detroit,TX,2023-11-16,VIP
92092,Customer_92092,Miami,MI,2023-04-28,Standard
92093,Customer_92093,Houston,NC,2023-09-15,Premium
92094,Customer_92094,Detroit,WA,2023-06-15,Standard
92095,Customer_92095,Miami,GA,2022-08-29,Premium
92096,Customer_92096,Detroit,GA,2022-07-07,Standard
92097,Customer_92097,Columbus,GA,2023-10-03,Premium
92098,Customer_92098,Columbus,MI,2022-08-17,Standard
92099,Customer_92099,Chicago,NY,2022-06-23,VIP
92100,Customer_92100,Chicago,MI,2022-09-07,VIP
92101,Customer_92101,Columbus,FL,2023-12-30,Standard
92102,Customer_92102,Miami,CA,2023-01-25,VIP
92103,Customer_92103,Los Angeles,NY,2023-03-28,Standard
92104,Customer_92104,Miami,WA,2023-03-27,Standard
92105,Customer_92105,Charlotte,GA,2022-01-26,Premium
92106,Customer_92106,Detroit,FL,2023-09-04,Premium
92107,Customer_92107,Detroit,WA,2023-07-19,Standard
92108,Customer_92108,Detroit,OH,2023-08-05,VIP
92109,Customer_92109,New York,GA,2023-01-15,Premium
92110,Customer_92110,Los Angeles,NY,2022-07-28,Premium
92111,Customer_92111,Charlotte,CA,2022-11-02,VIP
92112,Customer_92112,Seattle,FL,2022-05-31,Premium
92113,Customer_92113,New York,CA,2022-12-29,VIP
92114,Customer_92114,Columbus,OH,2023-12-11,Premium
92115,Customer_92115,Miami,MI,2022-03-09,Standard
92116,Customer_92116,Charlotte,WA,2023-05-24,Premium
92117,Customer_92117,Seattle,CA,2022-03-03,VIP
92118,Customer_92118,Columbus,WA,2022-05-05,Premium
92119,Customer_92119,Houston,FL,2022-07-16,Standard
92120,Customer_92120,Seattle,TX,2023-12-26,Standard
92121,Customer_92121,Los Angeles,MI,2022-11-21,Standard
92122,Customer_92122,Chicago,MI,2023-05-28,Standard
92123,Customer_92123,Detroit,OH,2023-07-01,Premium
92124,Customer_92124,Chicago,TX,2022-04-04,VIP
92125,Customer_92125,New York,FL,2023-11-26,Standard
92126,Customer_92126,Seattle,NY,2022-06-10,Standard
92127,Customer_92127,Houston,OH,2022-05-04,VIP
92128,Customer_92128,Miami,NC,2023-01-18,Premium
92129,Customer_92129,Houston,FL,2023-01-19,Standard
92130,Customer_92130,Los Angeles,GA,2022-12-25,VIP
92131,Customer_92131,Los Angeles,FL,2022-05-18,VIP
92132,Customer_92132,Chicago,MI,2022-09-28,Premium
92133,Customer_92133,Detroit,FL,2023-07-27,VIP
92134,Customer_92134,Seattle,NC,2023-08-14,Premium
92135,Customer_92135,Chicago,IL,2023-09-26,VIP
92136,Customer_92136,Miami,IL,2022-09-13,VIP
92137,Customer_92137,Seattle,IL,2022-01-02,VIP
92138,Customer_92138,Charlotte,MI,2023-06-02,Standard
92139,Customer_92139,Miami,IL,2023-04-29,VIP
92140,Customer_92140,Charlotte,IL,2022-05-07,Premium
92141,Customer_92141,Detroit,CA,2022-07-28,Premium
92142,Customer_92142,Columbus,CA,2022-01-14,VIP
92143,Customer_92143,Miami,WA,2022-04-15,VIP
92144,Customer_92144,Detroit,IL,2023-02-18,Premium
92145,Customer_92145,Miami,TX,2022-04-04,VIP
92146,Customer_92146,Houston,FL,2023-07-24,Standard
92147,Customer_92147,Columbus,FL,2023-06-20,Premium
92148,Customer_92148,Miami,NY,2022-01-28,Premium
92149,Customer_92149,Detroit,GA,2022-11-13,VIP
92150,Customer_92150,Miami,NY,2022-03-12,Standard
92151,Customer_92151,Columbus,FL,2022-04-17,VIP
92152,Customer_92152,Columbus,TX,2023-12-21,Premium
92153,Customer_92153,New York,WA,2022-07-05,Standard
92154,Customer_92154,Atlanta,CA,2022-03-09,Standard
92155,Customer_92155,Columbus,NY,2023-11-08,Premium
